Topics,Replies,Views,Time
"Forgot To List Foreign Contact On SF86/eQIP. Is My Secret At Risk Of Being Revoked?
amonta1994, 2019",1,1759,2019
"SF85P BI Moderate Risk Questionnaire
hopefuldude, 2019",6,1581,2019
"Freelancer Employment History on SF-86
randoturbo33, 2019",2,1349,2019
"Full Scope Poly Question - Worried
quest1212, 2019",1,5913,2019
"Unknown LOJ - Secret
THS, 2019",0,532,2019
"Relationship issues while going through security clearance investigation
nico corr, 2019",2,1380,2019
"Will there be any drawback from going to TS to Secret to TS?TS to Secret to TS
aznPHENOM, 2019",6,1378,2019
"DOE Q clearanceSeeking help for Q/Top Secret level security clearance
Nil, 2019",0,763,2019
"TS to Tier 4 Public TrustNew job offer!
mgundy123, 2019",2,2080,2019
"Can I obtain a Secret clearance?
BMWN52, 2019",3,1478,2019
"SF86, and a No-Contact Family Member
BatDog123, 2019",10,7413,2019
"Chance of favorable suitably w/ criminal charge
Ied86, 2019",1,953,2019
"Will the second background check jeopardize the first one?
SunnySide9, 2018",10,2773,2018
"Still hope
david244us, 2018-  1 , 2",25,5520,2018
"Public Trust Interim?
wrestlingshadows81, 2019",4,3348,2019
"SF-85P TimelineAny idea how long it takes
Atlanta to DC, 2019",1,946,2019
"Last minute delays in the investigation process
nico corr, 2019",1,738,2019
"Moderate risk public trust security clearance ****
jsmith!@!, 2015-  1 , 2",20,11603,2015
"SF 85 background investigation
armyj1986, 2019",6,4059,2019
"Chances of getting an interim security clearance?
ardalj179, 2019",3,1970,2019
"Suitability Denial?I think I got denied due to suitability but not sure
littlepatriot, 2019",1,2832,2019
"SF86 Application and 31 Year Old IncidentImpact on Clearance for Decades Old Incident
KHayes, 2019",5,1301,2019
"Contacting Security/FSO - Lost my point of contactContacting Security
fedSnow68, 2019",0,572,2019
"Security clearance with Shopelifting charges nolle prosequiSecurity clearance question before accepting employment
hibrian1, 2019",0,564,2019
"Expired Letter of intent (statement of reasons)
keys724, 2019",1,827,2019
"Two jobs requiring TS clearance
FeddyKrueger, 2019",2,899,2019
"""unadjudicated Information""
simba787, 2019",0,1276,2019
"Public Trust at different agencies
alexsmith, 2019",0,957,2019
"Timeshare (Foreign)
SOP14, 2019",2,1154,2019
"Adjudication- ""Whole Person"" Concept""Whole Person"" Concept & Honesty in BI
valor1221, 2018",3,1790,2018
"Will low credit fail security clearance
Michellekaz, 2019",5,2734,2019
"Public Trust to Top SecretGoing from Top Secret to Public Trust back to Top Secret
bayoubandit, 2019",1,881,2019
"Freaking out over the lifestyle poly
[REDACTED], 2018",5,12974,2018
"Moving background investigations back to DOD
Fed Investigator, 2017-  1 , 2",35,11336,2017
"TS/S ClearanceCommitted but never caught
user37659, 2018",3,1134,2018
"Promoted and need a TS clearanceTimeline for the Preliminary checks needed to get promoted and paid
LongDuckDong, 2018",0,625,2018
"Will a Security Clearance Attorney be useful?need missing SOR from CAF
keys724, 2018",3,1167,2018
"Does Interim Clearance Mean Holding DOD Security Clearance?
ba150553, 2018",4,1547,2018
"Filling out employment records for a graduate with several Co-ops
Tankette, 2018",11,1475,2018
"Two concurrent eQIPs?
Ed_M, 2018",2,1465,2018
"Letter of Intent to deny from CAF - no response from requestmissing LOI how to get it?!
keys724, 2018",2,1129,2018
"SF 86 education field - 3 years from when?SF 86[+1] 
Cinco25, 2018",1,1604,2018
"Effect of One Late (30 day) Mortgage and Subsequent Short Sale on Clearanxe
SurfrBum75, 2018",11,2099,2018
"Help with IRS Issue
JohnP8riot, 2018",5,1767,2018
"SF-86, resigned from prior job due to alcohol-related incident, am I doomed?Wondering whether I should bother continuing with the process
JonSmith999, 2018",9,1807,2018
"How do I decide which foreign contacts to put on my sf-86?
nico corr, 2018",2,4690,2018
"Question About Written Inquiries In A Tier 3 Investigation
amonta1994, 2018",2,1814,2018
"Fullscope not adjudicated?
simba787, 2018",2,1068,2018
"TS to TS/SCI timeframeHow long does it take to get SCI?
OldGoatTom, 2018",1,1582,2018
"Adjudication for SF-86, Civilian PositionAdjudication Questions for National Security Clearance
valor1221, 2018",3,1828,2018
"EOD THEN meet with an investigator?
Destiny, 2018",4,1910,2018
"NACI to ANACI?Recently hired
happy247, 2018",1,856,2018
"Background Investigation Show up In Another Database?
ScoobyDon't, 2018",1,927,2018
"Public Trust MBI and extensive foreign travel
Poi, 2018",8,2583,2018
"Secret to Public Trust
birdonamission, 2016",10,4987,2016
"Timeline with US Census Bureau for Public Trust - MediumIt has been almost a year now, and haven't heard about much progress
federalsoup_user, 2018",1,2036,2018
"Public Trust - Payment on Taxes vs LoanWhich is better, getting a loan to pay off back taxes, or continue to make payments to IRS?
whatsapro, 2018",1,1128,2018
"Need some advice SF-85PSF-85P CBP Contractor Position.
Lemonhead09, 2018",1,772,2018
"Administrative review for clearance
Capitals30, 2018",3,1278,2018
"DoD Secret CleraranceTrying to keep it active but no many jobs!
SKP, 2018",1,818,2018
"employment ending--when does clearance expire?
tdskkenn, 2018",9,1729,2018
"Actual time for Public Trust at DOJWas told 6-8, but it's now been 10
FarmGirl, 2018",0,1109,2018
"DOD CAF Time to AdjudicateClearance transferred from DHS to DoD
kcd1515, 2018",0,917,2018
"Poly and BI
en123, 2018",1,998,2018
"What happened during investigation?Tier IV Public Trust
Newfed2018, 2018",3,1361,2018
"Getting a security clearance with a criminal record but no convictions; fbi background checks
anonyuser1717, 2018-  1 , 2 , 3",56,22379,2018
"Background check time now 440 days :-([+1] 
federalsoupandbaguette, 2018-  1 , 2",21,5934,2018
"Tier 4 Level Investigation (High Risk-BI) Public Trust Question
bmantz65, 2018",0,2610,2018
"Chances of Interim?
giigii, 2018",7,2233,2018
"Changing Jobs during Periodic Reinvestigation
John_Q, 2018",6,2761,2018
"""vacating"" clearance, how hard to get back?If I take a none clearance job then come back?
Timber, 2018",4,851,2018
"Question about foreign connections
Polar Bear, 2018",1,971,2018
"Requirement of Clearance Notifcation
I like computers, 2018",0,612,2018
"Does having a spouse with a TS increase your chance or quicken the process?Spouse with a Clearance.
aznPHENOM, 2018",1,661,2018
"Likelihood of obtaining a security clearance..?
ApplicantMike, 2018",3,1289,2018
"Two Investigations
zazh, 2018",2,727,2018
"Mitigating foreign influence
Deadwood17, 2018",1,939,2018
"Does public trust reinvestigation include interviewing my friends and co-workers?
ISOapplicant, 2018",4,1600,2018
"SF 86 - Education Disciplinary Record?
CrackersforSoup, 2018",1,962,2018
"Dating Russian Citizen
crg5980, 2018",5,1949,2018
"Other reasons for denial of interim clearance
SecGuy2013, 2018",2,1358,2018
"Security clearance atatuaIa it done?
I like computers, 2018",0,694,2018
"Interim Secret Clearance: Foreign Travel, Foreign Contacts and Minor Traffic Violations
amonta1994, 2018",1,1267,2018
"Favorably Adjudicated No Job Offer?
CompSciPerson, 2018",1,3500,2018
"Questions On Foreign Contacts
lexax, 2018",1,880,2018
"QA on investigatorMy investigator is getting investigated...
rb88, 2018",1,743,2018
"SF85P credit question180 days delinquent
SeniorFatty, 2018",1,764,2018
"IHS Public Trust scope beyond 7 yearsIHS Public Trust scope beyond 7 years
Jack Burton, 2018",2,999,2018
"SF86: Unemployment, Reference / Supervisor Contact, Foreign Activies -- A Few Questions
amonta1994, 2018",6,2186,2018
"IC TS/SCI FSP Approval but not read on yet transfer possibility?Clearance does not show up in SC or JPAS with my agency
Gl27, 2018",2,779,2018
"Suitability Denial Reciprocity
Porgy, 2018",2,1100,2018
"Incident Report & AdjudicationWhat is the process?
Random1102Fed, 2017",4,5386,2017
"Secret to TS Clearance
GovHire310, 2018",8,2349,2018
"Interview after Bi/Poly?
Jimbo, 2018",5,1509,2018
"Background Complications?
ScoobyDon't, 2018",1,956,2018
"My job requires favorable adjudication but clearance will not be granted
NodeDude, 2018",5,2100,2018
"Additional interview after BI, before psych and polyWhat is this interview?
poe, 2018",1,925,2018
"Waiting to receive e-QIP emailHow long does it take to receive an email inviting you to fill out the e-QIP?
Askingforafriend, 2018",3,1132,2018
"Signed SF312 with No clearanceSF312
Khan, 2018",2,839,2018
"Secret to TS timeline
prospectiveAO, 2018",1,2191,2018
"Investigators and Recreational VehiclesFI's living in RV's
txinwv, 2018",1,810,2018
"Coming up on 3 yearsShould I give up?
cyber_ninja, 2018",16,4949,2018
"Multiple Background Investigations going on at same time?
LewArcher, 2018",6,6254,2018
"Response Advice-pros & consEmployment Suitability & Secret Security Clearance[+1] 
J_10, 2018",3,1459,2018
"Two offers both requesting e-qip
Destiny, 2018",0,603,2018
"10 Year History?Sounds like a silly question
Beam Reach, 2018",12,2847,2018
"Curious is the backlog due to problematic investigations
Destiny, 2018",1,1081,2018
"Defense Department Poised to Take Over All Government Background InvestigationsNBIB out, DOD in
johnsbuffalo, 2018",2,1546,2018
"Security Clearance After You Leave Employer
LewArcher, 2018",2,3386,2018
"Public Trust vs. DOJ MBI clearanceWhat is DOJ MBI involve?
New Federal Contractor, 2018",2,4391,2018
"Question about SF-312Non-disclosure agreement
SKP, 2018",2,983,2018
"Secret Clearance and Civil Judgements
Destiny, 2018",4,2173,2018
"OF-306 Problem
bargaa, 2018",4,1332,2018
"Markmakakilo
Fed Investigator, 2018",1,703,2018
"Adjudication timeline for DOD TS Re-investigation?
itallgood540, 2018",0,866,2018
"NACL vs SSBI Secret Question
volaturus, 2018",5,2322,2018
"EOD or Interim Public TrustDisqualifications regarding a EOD or Interim Public Trust
STEELERS43, 2018",2,2395,2018
"Secret Clearance Tier 3 Questions Employment HistorySecret Clearance Tier 3 Questions Employment History
Tebow9986, 2018",1,4386,2018
"Active Duty clearances no longer transferable to DoDActive Duty clearances are no longer transferable to DoD
AGM-88, 2018",5,1245,2018
"Convert T5 to T3
Joe!, 2018",0,1098,2018
"NACI (Last May). None of my references have received the inquiry form yet
NodeDude4, 2018",1,770,2018
"What are my chances of passing the PSI and moving to the poly?
lucy56, 2018",15,3101,2018
"Background Investigation (Multiple Agenies)Is a single BI good for multiple agencies?
rbr, 2018",2,1458,2018
"Help with Question 21E on SF-86 (Version 07-2017)How do I properly mitigate concerns with mental health & advice on supplemental documents
agreenbanana, 2018",1,1727,2018
"Public trust sf85pQuestions on timeline and debt
happy247, 2018",2,1363,2018
"Top Secret Clearance and DebtI'm applying for a job requiring Top Secret Clearance with the army and need advice regarding debt
kotamichael, 2018",7,3544,2018
"SCI eligible
Josephandre, 2018",1,1997,2018
"TS from Secret Service to NavyTS from Secret Service to Navy
thenewjs23, 2018",1,570,2018
"Clearance lapse while hiring
egoodz, 2018",2,1093,2018
"Can I appeal a Suitability Denial
determined2succeed, 2018",3,2233,2018
"Former Step Relatives
GSHopeful001, 2018",1,651,2018
"Foreign travel while under investigation?
OldGoatTom, 2018",3,3070,2018
"Travel to ""suspicious"" but legal countries for tourism[+1] 
birdsong, 2018",4,3540,2018
"SF-86 Help
FedMike86, 2018",6,2263,2018
"Security Clearance Questions
doadiskware, 2018",2,1519,2018
"Missing internship polygraph
stackomancer, 2018",3,1033,2018
"Credit Freeze Impact on Investigation
Coder677, 2018",3,1725,2018
"Information on MSSD investigation
Clearancer, 2018",2,7108,2018
"Probation Before Judgement (PBJ) and Security ClearanceHow does PBJ affect in chances for Security Clearance
JBL501, 2018",9,3398,2018
"Keypoint Security Clearance
LewArcher, 2018",1,1455,2018
"Recent college grad - denied interim security clearance...is this a bad sign?
Derek192016, 2018",3,1816,2018
"Old and New SF86 Employment Section Discrepancy
Hudson, 2018",3,1873,2018
"How much does a cohabitant affect interim clearance?
ba150553, 2018",2,1440,2018
"MAVNI CAF adjudication
CaputMachina, 2018",3,1893,2018
"What is the correct way to list a temp job in the employment section?
ba150553, 2018",3,965,2018
"Chances of me getting interim clearance
ba150553, 2018",1,1043,2018
"SF 50 states employment is conditionalPending successful adjudication after hiring?[+1] 
Anonymous33, 2018",3,1359,2018
"Secret to TS/SCI UpgradeSecret to TS/SCI Upgrade
drrouter, 2018",0,1400,2018
"Question about SF85P ""Investigations Record"" section
NodeDude4, 2018",2,905,2018
"DoD Secret clearance and drug use questions
Curveball28, 2018",14,11831,2018
"How long will TS clearance take for an intern?What is length of time for interim and permanet.
xuhu55, 2018",3,1374,2018
"Bad Poly with CIA -will other agencies see it
mocoDev, 2018",4,2664,2018
"Transferring Security ClearanceQuestion about Reciprocity between Scattered Castles and JPAS
WaterPark, 2018",2,2406,2018
"Is common sense failing the Background Investigation?huh
Grover, 2018",11,6215,2018
"Question about TSC/SCI
Mwilliams, 2018",2,1606,2018
"TS Clearance - Cohabitant
14frian1, 2018",3,1178,2018
"Interim Clearance DODEATentative Offer
ndnred, 2018",5,2127,2018
"How to list summer internships, work-study, and brief periods in between
poe, 2018",1,835,2018
"FOIA and OPM background.
QwertyKay, 2018",3,1678,2018
"Sharing of information collected during SSBII want to know how this information is shared.
xuhu55, 2018",3,1047,2018
"TS/SCI foreign contact after clearance granted
stackomancer, 2018",2,1364,2018
"Unsure which section to include ""wet reckless"" for SF-86
ssgpr2, 2018",11,3003,2018
"Spending money on clearance.cost $555
xuhu55, 2018",8,1845,2018
"CBP Background Investigation Timeline ( Non CBPO)Background Timeline
Rfr17, 2018",0,2041,2018
"Question about SF85 - Section 8 Address VerificationDon't know who to list as verification
dpi3600, 2018",1,1115,2018
"Does failing a polygraph mean I lose my security clearance?
clearthrowaway, 2018",1,2819,2018
"Public Trust While Waiting on TS/SCI?
ImpatientPatient, 2018",3,1721,2018
"Contractor security clearance with an offer for a federal DoD job as a civilian (marks on record)
Mindhunter, 2018",2,1804,2018
"Will a denial affect me? Please help!
Lemonhead09, 2018",0,772,2018
"Open investigation timeline
Noneill, 2018",5,4025,2018
